Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count,ETV
Valentino Livramento,eng ENG,Newcastle Utd,DF,22-168,33.0,28.0,2480.0,0.0,1.0,1.0,0.0,0.2,2.3,72.0,136.0,91.0,0.0,0.04,0.01,0.08,N/a,N/a,N/a,N/a,20.0,0.04,0.0,20.6,1445.0,85.0,18159.0,90.7,86.3,21.0,94.0,23.0,5.0,136.0,39.0,1.42,2.0,0.07,50.0,33.0,54.0,30.0,33.0,10.0,23.0,21.0,1728.0,105.0,553.0,796.0,404.0,32.0,48.0,43.8,41.7,900.0,2878.0,72.0,37.0,11.0,25.0,34.0,994.0,91.0,6.0,32.0,2.0,44.0,170.0,22.0,42.3,72,€49.3M
Victor Bernth Kristiansen,dk DEN,Leicester City,DF,22-134,28.0,28.0,2380.0,0.0,1.0,1.0,0.0,0.3,1.4,39.0,69.0,75.0,0.0,0.04,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.0,17.7,1297.0,77.6,16181.0,89.6,80.1,18.0,74.0,23.0,18.0,69.0,41.0,1.55,3.0,0.11,85.0,50.0,87.0,42.0,37.0,14.0,23.0,40.0,1581.0,113.0,564.0,711.0,319.0,15.0,17.0,47.1,47.1,800.0,1806.0,39.0,25.0,5.0,13.0,12.0,872.0,75.0,17.0,17.0,3.0,96.0,97.0,19.0,31.1,72,€23.9M
Virgil van Dijk,nl NED,Liverpool,DF,33-295,34.0,34.0,3060.0,2.0,1.0,3.0,0.0,2.0,0.7,18.0,176.0,6.0,0.06,0.03,0.06,0.02,N/a,N/a,N/a,N/a,29.2,0.21,0.08,13.6,2671.0,91.6,44780.0,96.0,95.4,12.0,265.0,6.0,0.0,176.0,46.0,1.35,4.0,0.12,35.0,17.0,20.0,45.0,24.0,13.0,11.0,52.0,3010.0,400.0,1203.0,1664.0,151.0,44.0,5.0,60.0,40.0,1682.0,4398.0,18.0,20.0,3.0,9.0,5.0,2063.0,6.0,15.0,12.0,0.0,1.0,108.0,110.0,71.0,72,€24.3M
Vitaliy Mykolenko,ua UKR,Everton,DF,25-335,31.0,31.0,2722.0,0.0,1.0,2.0,0.0,0.4,1.6,31.0,102.0,83.0,0.0,0.03,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.0,20.5,1176.0,74.3,14736.0,88.8,74.1,20.0,96.0,37.0,22.0,102.0,37.0,1.22,3.0,0.1,54.0,32.0,50.0,36.0,24.0,9.0,15.0,36.0,1489.0,112.0,471.0,641.0,388.0,26.0,20.0,40.0,45.0,608.0,1416.0,31.0,26.0,1.0,20.0,10.0,753.0,83.0,20.0,28.0,3.0,86.0,77.0,44.0,55.0,72,€33.5M
Vitaly Janelt,de GER,Brentford,MF,26-354,32.0,27.0,2254.0,1.0,3.0,3.0,0.0,0.8,2.2,17.0,80.0,38.0,0.04,0.12,0.03,0.09,N/a,N/a,N/a,N/a,28.6,0.16,0.07,17.7,1057.0,82.5,14466.0,90.6,85.4,14.0,78.0,23.0,7.0,80.0,32.0,1.28,3.0,0.12,38.0,22.0,36.0,11.0,33.0,9.0,24.0,27.0,1289.0,118.0,418.0,574.0,306.0,32.0,12.0,25.0,58.3,652.0,1278.0,17.0,18.0,3.0,16.0,10.0,814.0,38.0,24.0,15.0,1.0,30.0,107.0,19.0,63.3,72,€27.1M
Wes Burns,wls WAL,Ipswich Town,"FW,DF",30-157,18.0,12.0,926.0,0.0,1.0,1.0,0.0,0.5,1.6,38.0,8.0,65.0,0.0,0.1,0.05,0.16,N/a,N/a,N/a,N/a,14.3,0.1,0.0,18.3,253.0,60.5,2416.0,80.4,65.4,10.0,8.0,8.0,7.0,8.0,16.0,1.55,1.0,0.1,13.0,11.0,10.0,21.0,7.0,2.0,5.0,10.0,350.0,21.0,69.0,129.0,160.0,18.0,24.0,37.5,58.3,216.0,696.0,38.0,13.0,10.0,17.0,13.0,220.0,65.0,4.0,11.0,0.0,46.0,50.0,8.0,27.6,72,€2.1M
Wesley Fofana,fr FRA,Chelsea,DF,24-133,14.0,14.0,1172.0,0.0,0.0,7.0,0.0,0.4,0.4,19.0,32.0,4.0,0.0,0.0,0.03,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.0,10.6,803.0,90.2,12262.0,93.9,92.5,6.0,54.0,1.0,0.0,32.0,15.0,1.15,0.0,0.0,13.0,12.0,14.0,12.0,14.0,9.0,5.0,14.0,933.0,81.0,370.0,523.0,55.0,10.0,15.0,53.3,20.0,557.0,1614.0,19.0,12.0,1.0,16.0,5.0,665.0,4.0,24.0,16.0,0.0,1.0,54.0,27.0,69.2,72,€30.3M
Wilfred Ndidi,ng NGA,Leicester City,MF,28-134,25.0,25.0,2057.0,0.0,4.0,8.0,0.0,1.8,1.8,16.0,64.0,74.0,0.0,0.18,0.08,0.08,N/a,N/a,N/a,N/a,40.0,0.35,0.0,14.5,904.0,79.3,10136.0,86.6,80.7,15.0,61.0,10.0,3.0,64.0,26.0,1.14,3.0,0.13,77.0,46.0,51.0,51.0,45.0,19.0,26.0,24.0,1226.0,112.0,410.0,588.0,238.0,58.0,32.0,40.6,53.1,585.0,971.0,16.0,22.0,2.0,34.0,33.0,720.0,74.0,38.0,17.0,3.0,30.0,114.0,53.0,51.0,72,€20.3M
Will Hughes,eng ENG,Crystal Palace,MF,30-012,29.0,21.0,1869.0,0.0,3.0,11.0,0.0,1.0,2.7,18.0,82.0,24.0,0.0,0.14,0.05,0.13,N/a,N/a,N/a,N/a,5.3,0.05,0.0,22.6,865.0,76.1,10532.0,88.6,82.7,29.0,69.0,14.0,3.0,82.0,61.0,2.94,6.0,0.29,61.0,33.0,59.0,17.0,29.0,14.0,15.0,19.0,1070.0,41.0,253.0,551.0,278.0,14.0,14.0,28.6,42.9,469.0,1120.0,18.0,22.0,1.0,19.0,24.0,594.0,24.0,60.0,30.0,0.0,65.0,107.0,17.0,50.0,72,€11.1M
William Saliba,fr FRA,Arsenal,DF,24-036,32.0,32.0,2814.0,2.0,0.0,2.0,1.0,2.3,0.9,16.0,134.0,6.0,0.06,0.0,0.07,0.03,N/a,N/a,N/a,N/a,33.3,0.06,0.33,5.4,2412.0,94.2,39201.0,95.7,96.1,7.0,175.0,6.0,0.0,134.0,26.0,0.83,1.0,0.03,58.0,34.0,26.0,35.0,23.0,14.0,9.0,21.0,2657.0,173.0,1036.0,1495.0,141.0,18.0,18.0,66.7,27.8,1642.0,3937.0,16.0,17.0,1.0,17.0,7.0,2013.0,6.0,27.0,17.0,1.0,3.0,140.0,57.0,62.0,72,€79.5M
Wout Faes,be BEL,Leicester City,DF,27-026,30.0,26.0,2455.0,1.0,0.0,4.0,0.0,1.4,0.1,12.0,74.0,1.0,0.04,0.0,0.05,0.0,N/a,N/a,N/a,N/a,9.1,0.04,0.09,10.0,1349.0,87.1,21767.0,93.4,94.8,4.0,76.0,6.0,0.0,74.0,14.0,0.51,0.0,0.0,38.0,23.0,42.0,34.0,45.0,33.0,12.0,26.0,1653.0,270.0,809.0,785.0,67.0,26.0,6.0,83.3,16.7,953.0,2602.0,12.0,13.0,2.0,16.0,6.0,1085.0,1.0,21.0,9.0,1.0,5.0,84.0,41.0,54.7,72,€25M
Yankuba Minteh,gm GAM,Brighton,"FW,MF",20-281,28.0,16.0,1499.0,5.0,4.0,6.0,0.0,3.7,4.7,68.0,37.0,159.0,0.3,0.24,0.22,0.29,N/a,N/a,N/a,N/a,46.4,0.78,0.18,13.6,459.0,61.7,4572.0,77.6,61.6,25.0,12.0,28.0,7.0,37.0,52.0,3.13,10.0,0.6,43.0,31.0,45.0,25.0,17.0,0.0,17.0,10.0,687.0,27.0,122.0,194.0,389.0,118.0,81.0,46.9,44.4,392.0,1681.0,68.0,18.0,54.0,42.0,19.0,405.0,159.0,17.0,9.0,4.0,73.0,73.0,16.0,39.0,72,€42.6M
Yasin Ayari,se SWE,Brighton,MF,21-205,30.0,19.0,1737.0,1.0,1.0,3.0,0.0,2.2,2.2,30.0,66.0,59.0,0.05,0.05,0.12,0.11,N/a,N/a,N/a,N/a,28.0,0.36,0.04,19.0,869.0,81.4,10616.0,91.6,85.0,28.0,51.0,17.0,4.0,66.0,58.0,3.0,6.0,0.31,53.0,29.0,50.0,19.0,22.0,6.0,16.0,20.0,1103.0,52.0,243.0,560.0,316.0,43.0,41.0,41.5,36.6,581.0,1389.0,30.0,25.0,6.0,32.0,21.0,712.0,59.0,31.0,23.0,3.0,64.0,105.0,13.0,40.6,72,€21.4M
Yehor Yarmoliuk,ua UKR,Brentford,MF,21-059,26.0,10.0,1039.0,0.0,0.0,4.0,0.0,0.6,0.3,12.0,45.0,42.0,0.0,0.0,0.05,0.02,N/a,N/a,N/a,N/a,22.2,0.17,0.0,15.9,547.0,86.1,8216.0,87.3,88.8,6.0,56.0,6.0,3.0,45.0,18.0,1.56,2.0,0.17,34.0,22.0,43.0,5.0,23.0,6.0,17.0,9.0,703.0,45.0,195.0,359.0,164.0,14.0,20.0,45.0,45.0,365.0,605.0,12.0,14.0,2.0,23.0,16.0,434.0,42.0,11.0,8.0,2.0,13.0,83.0,7.0,58.3,72,€18M
Yoane Wissa,cd COD,Brentford,FW,28-238,30.0,29.0,2470.0,16.0,3.0,2.0,0.0,14.9,1.8,48.0,56.0,131.0,0.58,0.11,0.54,0.07,N/a,N/a,N/a,N/a,45.9,1.24,0.22,13.7,511.0,77.1,5724.0,86.4,75.3,23.0,40.0,9.0,1.0,56.0,58.0,2.11,8.0,0.29,18.0,8.0,23.0,31.0,25.0,5.0,20.0,8.0,801.0,29.0,124.0,325.0,365.0,138.0,43.0,27.9,51.2,472.0,1345.0,48.0,20.0,26.0,62.0,27.0,569.0,131.0,26.0,44.0,14.0,20.0,61.0,28.0,47.5,72,€31.4M
Youri Tielemans,be BEL,Aston Villa,MF,27-357,34.0,34.0,2915.0,2.0,7.0,4.0,0.0,3.0,6.9,37.0,226.0,44.0,0.06,0.22,0.09,0.21,N/a,N/a,N/a,N/a,30.6,0.34,0.06,20.4,1988.0,82.4,28103.0,90.1,87.6,59.0,221.0,35.0,4.0,226.0,116.0,3.58,12.0,0.37,82.0,56.0,72.0,18.0,36.0,15.0,21.0,21.0,2296.0,97.0,460.0,1324.0,537.0,41.0,57.0,52.6,31.6,1242.0,2466.0,37.0,26.0,9.0,30.0,28.0,1610.0,44.0,40.0,53.0,0.0,115.0,140.0,22.0,55.0,72,€41.5M
Yukinari Sugawara,jp JPN,Southampton,"DF,MF",24-305,29.0,15.0,1467.0,1.0,1.0,4.0,0.0,0.5,2.2,32.0,68.0,76.0,0.06,0.06,0.03,0.14,N/a,N/a,N/a,N/a,38.5,0.31,0.08,19.2,862.0,79.9,10831.0,88.2,82.9,17.0,43.0,21.0,9.0,68.0,39.0,2.39,1.0,0.06,29.0,16.0,30.0,9.0,17.0,7.0,10.0,10.0,1023.0,61.0,306.0,395.0,327.0,29.0,20.0,45.0,50.0,553.0,1354.0,32.0,15.0,7.0,18.0,4.0,692.0,76.0,15.0,9.0,4.0,69.0,40.0,5.0,35.7,72,€15.7M
Yves Bissouma,ml MLI,Tottenham,MF,28-242,24.0,15.0,1210.0,2.0,0.0,7.0,0.0,0.6,0.3,15.0,71.0,3.0,0.15,0.0,0.04,0.02,N/a,N/a,N/a,N/a,40.0,0.3,0.2,23.2,775.0,89.4,10536.0,92.9,93.4,6.0,57.0,10.0,1.0,71.0,15.0,1.12,0.0,0.0,44.0,28.0,32.0,7.0,7.0,4.0,3.0,14.0,938.0,58.0,261.0,535.0,148.0,5.0,21.0,33.3,66.7,564.0,1513.0,15.0,17.0,0.0,22.0,13.0,657.0,3.0,22.0,18.0,0.0,2.0,71.0,4.0,36.4,72,€29.8M
Álex Moreno,es ESP,Nott'ham Forest,"DF,MF",31-325,15.0,11.0,955.0,0.0,1.0,2.0,0.0,0.2,1.3,26.0,34.0,34.0,0.0,0.09,0.02,0.12,N/a,N/a,N/a,N/a,0.0,0.0,0.0,23.7,428.0,72.0,4574.0,87.6,64.2,8.0,25.0,9.0,2.0,34.0,16.0,1.51,2.0,0.19,25.0,18.0,39.0,11.0,11.0,5.0,6.0,15.0,559.0,60.0,210.0,202.0,158.0,8.0,21.0,38.1,38.1,229.0,864.0,26.0,16.0,4.0,13.0,6.0,258.0,34.0,12.0,6.0,0.0,19.0,50.0,3.0,21.4,72,€11M
İlkay Gündoğan,de GER,Manchester City,MF,34-187,30.0,22.0,1967.0,0.0,5.0,1.0,0.0,2.7,2.7,55.0,113.0,81.0,0.0,0.23,0.13,0.12,N/a,N/a,N/a,N/a,20.0,0.23,0.0,18.3,1539.0,89.3,21191.0,94.2,92.1,36.0,93.0,21.0,2.0,113.0,72.0,3.29,10.0,0.46,24.0,13.0,23.0,11.0,14.0,0.0,14.0,13.0,1707.0,43.0,254.0,825.0,648.0,56.0,35.0,45.7,37.1,1016.0,2735.0,55.0,52.0,9.0,25.0,23.0,1330.0,81.0,14.0,21.0,0.0,57.0,104.0,13.0,54.2,72,€12.1M
Łukasz Fabiański,pl POL,West Ham,GK,40-011,13.0,12.0,1070.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,74.6,16.7,0.0,N/a,0.0,N/a,N/a,454.0,67.0,8756.0,100.0,99.3,0.0,4.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,488.0,382.0,483.0,5.0,0.0,0.0,2.0,100.0,0.0,258.0,845.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,66.7,73,€0.9M
